9,11,0.2,313.5906332545343,0.3729774297304604,0.40783914129103815,9,11,1.25,373.965954241019,0.4305924058003247,0.31717419815799014,13,7,0.35,394.2161087579645,0.6262446992713226,0.39974848140556585,5,15,0.75,359.3757143345132,0.364331646616428,0.3066130968291315,12,8,2.55,406.27706175163775,0.5291074964858322,0.31861544674683917,7,13,0.6,358.70962002389325,0.46866086699678033,0.43102517650639666,6,14,0.4,389.25523425063784,0.3715453149094108,0.3143992180133425,13,7,0.5,401.376678069618,0.5305418034206443,0.3779128312309114,9,11,1.8,424.34310624655893,0.8067039254782796,0.42171268397651257,8,12,0.6,298.0853069942152,0.7820379418894066,0.4331325984970096,0
9,11,0.25,357.1680006627144,0.4762570502541526,0.37185430015215915,9,11,0.9,367.60385666794747,0.5207887902662417,0.3751056650107711,11,9,0.8,327.56441036953316,0.5468836875912972,0.265440062171294,11,9,1.55,429.52593379597874,0.7115979848858642,0.32855562705115504,10,10,0.55,281.6020632311721,0.4201061712935548,0.3167990295228591,8,12,0.65,356.840566574333,0.5055656289015422,0.4247770806775645,9,11,0.7,303.00489164886557,0.3802917583461324,0.2972594873355452,9,11,0.85,367.40890658879647,0.35038600670595255,0.28986752150980255,9,11,2.05,428.9460294957242,0.8118417700898084,0.4277117984439341,8,12,0.6,300.5535160412441,0.7602125450640097,0.4483018082504584,1
13,7,3,7.5788729779499535,0.5930493278586685,0.34752212214345923,15,5,0.8,5.662511279733084,0.37175927873821135,0.3106931217523413,10,10,2.65,7.025842652823749,0.4974102598630863,0.40067915071410265,13,7,1.5,5.967513813378692,0.39126852323790073,0.41146652318768456,9,11,0.8,4.534827815107105,0.3505364014598776,0.3648602113920116,8,12,0.65,6.037390140550083,0.28034711005972934,0.42025653728237317,6,14,1.55,6.318679802095109,0.5019142273928215,0.437343299204675,8,12,1.05,5.913764040825872,0.41383672594792026,0.2717238727719,10,10,2.05,7.168892419344373,0.4934197566254533,0.4559668150286201,8,12,0.7,5.065217871249565,0.5147649906537886,0.440238780850251,1
14,6,0.4,4.6708969931221676,0.21564643979330594,0.35262852458351296,10,10,2.05,7.400755417804606,0.4982941222112477,0.31733150343565386,12,8,1.95,9.076890808438698,0.6212717493045682,0.38558805732608703,13,7,3.45,7.5669477447848745,0.5220017285223739,0.27872147084590226,9,11,0.75,5.4175458613389305,0.38596570815361164,0.3084847459028672,11,9,0.45,5.762683755413166,0.2748884624474065,0.33618014856188017,9,11,1.7,5.666180454003224,0.3653525042270539,0.24383927342533168,12,8,2.05,6.934413192076732,0.5171033113509568,0.3626697451468111,8,12,0.55,4.885174207152846,0.3598240933355141,0.3737226214331341,6,14,0.75,6.2976799394593375,0.40179958847981795,0.31505710037433965,1
8,12,0.8,6.068119049083949,0.3000839521649925,0.4516635662230263,10,10,2.5,2.6108399942327902,0.48051756394487705,0.11582780131100194,8,12,0.2,4.942617156211997,0.314753572565519,0.35281072395224367,10,10,1.85,7.099365861185654,0.47945871766441434,0.44230598621645123,7,13,0.7,4.987352797426056,0.47612862701742487,0.43526447092255866,15,5,3.5,8.376257312094587,0.5207244844274588,0.3051515242697176,10,10,1.95,7.468826239192116,0.47281686323495753,0.37909011762238576,14,6,1.1,5.0651134327735745,0.2645715360846926,0.35864725639624745,6,14,0.65,4.8716460384507485,0.28922110255585487,0.44902073848846596,13,7,1,6.004203598022051,0.4123234808621054,0.30535935526664987,1
15,5,0.65,5.41739964423097,0.34722932412960644,0.3117540499781625,11,9,0.6,6.683630814904328,0.3464203122536262,0.23930788247135837,10,10,2.05,6.107162939507099,0.46221796936686355,0.31937754256741246,11,9,1,6.815734847841434,0.4888692636788218,0.2928664332136929,11,9,1.95,5.95790079004983,0.48404326402746767,0.3995310529455219,11,9,1.3,5.859938077418695,0.40183541979573273,0.25287407508795834,10,10,2.95,7.118046448005189,0.4932154840095831,0.31252865337564995,6,14,1.65,3.900289340168011,0.4958643858667515,0.19639095440705545,7,13,0.5,4.74948259496306,0.423271528577492,0.3044301479282038,9,11,1.45,2.720794887732938,0.4364140535706883,0.14574336732140641,0
7,13,0.2,5.219307240719254,0.30528259169843747,0.25724156600646425,8,12,0.65,5.780052719545545,0.29648322457192694,0.30447620397238095,14,6,1.95,6.384687235978554,0.3669761785368215,0.35534282999222816,14,6,0.75,5.331583995055469,0.5311297468946169,0.3648496249125961,9,11,0.4,4.9910945883190205,0.4217775412404085,0.323482958957907,8,12,0.55,5.008502957604815,0.33691129932890224,0.30984509095126644,9,11,0.8,6.110309445677405,0.3855127330527872,0.266181238553505,7,13,0.45,4.999723042315673,0.2884500403933114,0.3167234429135805,6,14,0.6,4.90142615625874,0.30727100351258496,0.2762611653872097,8,12,0.25,4.762459504820181,0.32956542772094577,0.2868938963130119,0
15,5,1.8,5.455179079868298,0.3168619016071708,0.3238621247432895,12,8,0.9,6.422887960463115,0.5155712587037042,0.39175986964252557,11,9,1.2,5.181214458998084,0.42834550920445724,0.3371703818181893,9,11,1,5.738070216894066,0.41596640548765906,0.26790611529999875,12,8,0.35,4.620425195845559,0.347191974190962,0.31027743139651304,10,10,1.4,6.224751728495839,0.32470731508124534,0.26441419330138455,10,10,0.2,5.820870934577444,0.3664995122576974,0.31528403752807854,11,9,0.9,6.004260505147804,0.41726375390532366,0.37247059356595275,12,8,1.1,4.951347722725729,0.396698746542131,0.3334468276076053,9,11,1.05,5.414415502721789,0.4836727130109768,0.32025402898597877,0
11,9,1.4,6.924887058498494,0.4925549290507934,0.279742970540391,11,9,1.05,5.40425546597105,0.4673005652716404,0.404281807890571,12,8,1.5,6.244913263025082,0.4227048888573282,0.2556326156566632,11,9,1.05,6.704711732459987,0.43449565648771593,0.34402400182467746,10,10,0,4.499467290523575,0.4012407990447804,0.4155843075574979,8,12,0.55,5.281869892972945,0.2503937679475053,0.3183129781519427,8,12,0.5,5.9307759027674365,0.38599910636367546,0.39808684939715533,12,8,1,5.898898329673204,0.47106701023008546,0.4169178091005411,11,9,1.35,5.646680100416428,0.44722010228989045,0.358090015813397,12,8,0.25,5.27048847820079,0.4718876989484725,0.3305695142006761,0
8,12,0.3,5.572460773183344,0.2514119803817645,0.35951883413013114,6,14,0.75,6.601455139731072,0.42872022533142035,0.38979265824805365,9,11,1.3,6.240528392170207,0.36667747684722113,0.35634642507554803,10,10,0.85,6.058461976850611,0.4299804968713598,0.4047810672654836,10,10,1.15,6.054289603886308,0.4998976810081516,0.2755850348674856,10,10,1.1,6.78755513306641,0.5375511971887287,0.33747000510107394,12,8,1.4,6.676208878462579,0.4541191169086458,0.3321088261620453,12,8,1.25,6.33784754031504,0.427554417348125,0.36748437941856804,8,12,1.35,6.912917284416162,0.4893711453486566,0.31191869692662166,9,11,0.95,6.25100217480035,0.4146229692366626,0.36063030599843393,1
